Name,USAF,NCDC,Date,HrMn,I,Type,QCP,Pr,Amt,I,Q,Pr,Amt,I,Q,Pr,Amt,I,Q,Pr,Amt,I,Q 
DOWNTOWN                      ,999999,23272,20060101,59,8,FM-15,    ,1,0,9,5,99,999.9,9,9,99,999.9,9,9,99,999.9,9,9
DOWNTOWN                      ,999999,23272,20060101,159,8,FM-15,    ,1,0,9,5,99,999.9,9,9,99,999.9,9,9,99,999.9,9,9
DOWNTOWN                      ,999999,23272,20060101,259,8,FM-15,    ,1,0,9,5,99,999.9,9,9,99,999.9,9,9,99,999.9,9,9
DOWNTOWN                      ,999999,23272,20060101,359,8,FM-15,    ,1,0,9,5,99,999.9,9,9,99,999.9,9,9,99,999.9,9,9
DOWNTOWN                      ,999999,23272,20060101,459,8,FM-15,    ,1,0,9,5,99,999.9,9,9,99,999.9,9,9,99,999.9,9,9
DOWNTOWN                      ,999999,23272,20060101,559,8,FM-15,    ,1,0,9,5,99,999.9,9,9,99,999.9,9,9,99,999.9,9,9
DOWNTOWN                      ,999999,23272,20060101,659,8,FM-15,    ,1,0,9,5,99,999.9,9,9,99,999.9,9,9,99,999.9,9,9
DOWNTOWN                      ,999999,23272,20060101,759,6,  SOD,    ,24,53.8,9,6,99,999.9,9,9,99,999.9,9,9,99,999.9,9,9
DOWNTOWN                      ,999999,23272,20060101,759,8,FM-15,    ,1,0,9,5,99,999.9,9,9,99,999.9,9,9,99,999.9,9,9
DOWNTOWN                      ,999999,23272,20060102,59,8,FM-15,    ,1,0.3,9,5,99,999.9,9,9,99,999.9,9,9,99,999.9,9,9
DOWNTOWN                      ,999999,23272,20060102,159,8,FM-15,    ,1,0.3,9,5,99,999.9,9,9,99,999.9,9,9,99,999.9,9,9
DOWNTOWN                      ,999999,23272,20060102,259,8,FM-15,    ,1,2,9,5,99,999.9,9,9,99,999.9,9,9,99,999.9,9,9
DOWNTOWN                      ,999999,23272,20060102,359,8,FM-15,    ,1,0.5,9,5,99,999.9,9,9,99,999.9,9,9,99,999.9,9,9
DOWNTOWN                      ,999999,23272,20060102,459,8,FM-15,    ,1,0.3,9,5,99,999.9,9,9,99,999.9,9,9,99,999.9,9,9
DOWNTOWN                      ,999999,23272,20060102,559,8,FM-15,    ,1,0,9,5,99,999.9,9,9,99,999.9,9,9,99,999.9,9,9
DOWNTOWN                      ,999999,23272,20060102,659,8,FM-15,    ,1,0,9,5,99,999.9,9,9,99,999.9,9,9,99,999.9,9,9
DOWNTOWN                      ,999999,23272,20060102,759,8,  SOD,    ,24,3.3,9,1,99,999.9,9,9,99,999.9,9,9,99,999.9,9,9
DOWNTOWN                      ,999999,23272,20060102,859,8,FM-15,    ,1,0,9,5,99,999.9,9,9,99,999.9,9,9,99,999.9,9,9
DOWNTOWN                      ,999999,23272,20060102,959,8,FM-15,    ,1,0,9,5,99,999.9,9,9,99,999.9,9,9,99,999.9,9,9
DOWNTOWN                      ,999999,23272,20060102,1059,8,FM-15,    ,1,0,9,5,99,999.9,9,9,99,999.9,9,9,99,999.9,9,9
DOWNTOWN                      ,999999,23272,20060102,1159,8,FM-15,    ,1,0,9,5,99,999.9,9,9,99,999.9,9,9,99,999.9,9,9
DOWNTOWN                      ,999999,23272,20060102,1259,8,FM-15,    ,1,0,9,5,99,999.9,9,9,99,999.9,9,9,99,999.9,9,9
