Name,USAF,NCDC,Date,HrMn,I,Type,QCP,Pr,Amt,I,Q,Pr,Amt,I,Q,Pr,Amt,I,Q,Pr,Amt,I,Q 
SAN FRANCISCO BAY RESERVE     ,998011,99999,20180104,100,4, SHEF,    ,1,0,9,1,99,999.9,9,9,99,999.9,9,9,99,999.9,9,9
SAN FRANCISCO BAY RESERVE     ,998011,99999,20180104,200,4, SHEF,    ,1,0,9,1,99,999.9,9,9,99,999.9,9,9,99,999.9,9,9
SAN FRANCISCO BAY RESERVE     ,998011,99999,20180104,300,4, SHEF,    ,1,0,9,1,99,999.9,9,9,99,999.9,9,9,99,999.9,9,9
SAN FRANCISCO BAY RESERVE     ,998011,99999,20180104,400,4, SHEF,    ,1,0.5,3,1,99,999.9,9,9,99,999.9,9,9,99,999.9,9,9
SAN FRANCISCO BAY RESERVE     ,998011,99999,20180104,500,4, SHEF,    ,1,1,3,1,99,999.9,9,9,99,999.9,9,9,99,999.9,9,9
SAN FRANCISCO BAY RESERVE     ,998011,99999,20180104,600,4, SHEF,    ,1,3.6,3,1,99,999.9,9,9,99,999.9,9,9,99,999.9,9,9
SAN FRANCISCO BAY RESERVE     ,998011,99999,20180104,700,4, SHEF,    ,1,2.8,3,1,99,999.9,9,9,99,999.9,9,9,99,999.9,9,9
SAN FRANCISCO BAY RESERVE     ,998011,99999,20180104,800,4, SHEF,    ,1,0.5,3,1,99,999.9,9,9,99,999.9,9,9,99,999.9,9,9
SAN FRANCISCO BAY RESERVE     ,998011,99999,20180104,900,4, SHEF,    ,1,0,9,1,99,999.9,9,9,99,999.9,9,9,99,999.9,9,9
SAN FRANCISCO BAY RESERVE     ,998011,99999,20180104,1000,4, SHEF,    ,1,0,9,1,99,999.9,9,9,99,999.9,9,9,99,999.9,9,9
SAN FRANCISCO BAY RESERVE     ,998011,99999,20180104,1100,4, SHEF,    ,1,0,9,1,99,999.9,9,9,99,999.9,9,9,99,999.9,9,9
SAN FRANCISCO BAY RESERVE     ,998011,99999,20180104,1200,4, SHEF,    ,1,0,9,1,99,999.9,9,9,99,999.9,9,9,99,999.9,9,9
SAN FRANCISCO BAY RESERVE     ,998011,99999,20180104,1300,4, SHEF,    ,1,0,9,1,99,999.9,9,9,99,999.9,9,9,99,999.9,9,9
SAN FRANCISCO BAY RESERVE     ,998011,99999,20180104,1400,4, SHEF,    ,1,0,9,1,99,999.9,9,9,99,999.9,9,9,99,999.9,9,9
SAN FRANCISCO BAY RESERVE     ,998011,99999,20180104,1500,4, SHEF,    ,1,0,9,1,99,999.9,9,9,99,999.9,9,9,99,999.9,9,9
SAN FRANCISCO BAY RESERVE     ,998011,99999,20180104,1600,4, SHEF,    ,1,0,9,1,99,999.9,9,9,99,999.9,9,9,99,999.9,9,9
SAN FRANCISCO BAY RESERVE     ,998011,99999,20180104,1700,4, SHEF,    ,1,0,9,1,99,999.9,9,9,99,999.9,9,9,99,999.9,9,9
SAN FRANCISCO BAY RESERVE     ,998011,99999,20180104,1800,4, SHEF,    ,1,0,9,1,99,999.9,9,9,99,999.9,9,9,99,999.9,9,9
SAN FRANCISCO BAY RESERVE     ,998011,99999,20180104,1900,4, SHEF,    ,1,0,9,1,99,999.9,9,9,99,999.9,9,9,99,999.9,9,9
SAN FRANCISCO BAY RESERVE     ,998011,99999,20180104,2000,4, SHEF,    ,1,0,9,1,99,999.9,9,9,99,999.9,9,9,99,999.9,9,9
SAN FRANCISCO BAY RESERVE     ,998011,99999,20180104,2100,4, SHEF,    ,1,0,9,1,99,999.9,9,9,99,999.9,9,9,99,999.9,9,9
SAN FRANCISCO BAY RESERVE     ,998011,99999,20180104,2200,4, SHEF,    ,1,0,9,1,99,999.9,9,9,99,999.9,9,9,99,999.9,9,9
SAN FRANCISCO BAY RESERVE     ,998011,99999,20180104,2300,4, SHEF,    ,1,0,9,1,99,999.9,9,9,99,999.9,9,9,99,999.9,9,9
SAN FRANCISCO BAY RESERVE     ,998011,99999,20180105,0,4, SHEF,    ,1,0,9,1,99,999.9,9,9,99,999.9,9,9,99,999.9,9,9
SAN FRANCISCO BAY RESERVE     ,998011,99999,20180105,100,4, SHEF,    ,1,0,9,1,99,999.9,9,9,99,999.9,9,9,99,999.9,9,9
SAN FRANCISCO BAY RESERVE     ,998011,99999,20180105,200,4, SHEF,    ,1,0,9,1,99,999.9,9,9,99,999.9,9,9,99,999.9,9,9
SAN FRANCISCO BAY RESERVE     ,998011,99999,20180105,300,4, SHEF,    ,1,0,9,1,99,999.9,9,9,99,999.9,9,9,99,999.9,9,9
SAN FRANCISCO BAY RESERVE     ,998011,99999,20180105,400,4, SHEF,    ,1,0,9,1,99,999.9,9,9,99,999.9,9,9,99,999.9,9,9
SAN FRANCISCO BAY RESERVE     ,998011,99999,20180105,500,4, SHEF,    ,1,0,9,1,99,999.9,9,9,99,999.9,9,9,99,999.9,9,9
SAN FRANCISCO BAY RESERVE     ,998011,99999,20180105,600,4, SHEF,    ,1,0,9,1,99,999.9,9,9,99,999.9,9,9,99,999.9,9,9
SAN FRANCISCO BAY RESERVE     ,998011,99999,20180105,700,4, SHEF,    ,1,0,9,1,99,999.9,9,9,99,999.9,9,9,99,999.9,9,9
SAN FRANCISCO BAY RESERVE     ,998011,99999,20180105,800,4, SHEF,    ,24,0,9,1,99,999.9,9,9,99,999.9,9,9,99,999.9,9,9
SAN FRANCISCO BAY RESERVE     ,998011,99999,20180105,900,4, SHEF,    ,1,0,9,1,99,999.9,9,9,99,999.9,9,9,99,999.9,9,9
SAN FRANCISCO BAY RESERVE     ,998011,99999,20180105,1000,4, SHEF,    ,1,0,9,1,99,999.9,9,9,99,999.9,9,9,99,999.9,9,9
SAN FRANCISCO BAY RESERVE     ,998011,99999,20180105,1100,4, SHEF,    ,1,0,9,1,99,999.9,9,9,99,999.9,9,9,99,999.9,9,9
SAN FRANCISCO BAY RESERVE     ,998011,99999,20180105,1200,4, SHEF,    ,1,0,9,1,99,999.9,9,9,99,999.9,9,9,99,999.9,9,9
SAN FRANCISCO BAY RESERVE     ,998011,99999,20180105,1300,4, SHEF,    ,1,0,9,1,99,999.9,9,9,99,999.9,9,9,99,999.9,9,9
SAN FRANCISCO BAY RESERVE     ,998011,99999,20180105,1400,4, SHEF,    ,1,0,9,1,99,999.9,9,9,99,999.9,9,9,99,999.9,9,9
SAN FRANCISCO BAY RESERVE     ,998011,99999,20180105,1500,4, SHEF,    ,1,0,9,1,99,999.9,9,9,99,999.9,9,9,99,999.9,9,9
SAN FRANCISCO BAY RESERVE     ,998011,99999,20180105,1600,4, SHEF,    ,1,0,9,1,99,999.9,9,9,99,999.9,9,9,99,999.9,9,9
SAN FRANCISCO BAY RESERVE     ,998011,99999,20180105,1700,4, SHEF,    ,1,0,9,1,99,999.9,9,9,99,999.9,9,9,99,999.9,9,9
SAN FRANCISCO BAY RESERVE     ,998011,99999,20180105,1800,4, SHEF,    ,1,0.3,3,1,99,999.9,9,9,99,999.9,9,9,99,999.9,9,9
SAN FRANCISCO BAY RESERVE     ,998011,99999,20180105,1900,4, SHEF,    ,1,0,9,1,99,999.9,9,9,99,999.9,9,9,99,999.9,9,9
SAN FRANCISCO BAY RESERVE     ,998011,99999,20180105,2000,4, SHEF,    ,1,0,9,1,99,999.9,9,9,99,999.9,9,9,99,999.9,9,9
SAN FRANCISCO BAY RESERVE     ,998011,99999,20180105,2100,4, SHEF,    ,1,0,9,1,99,999.9,9,9,99,999.9,9,9,99,999.9,9,9
SAN FRANCISCO BAY RESERVE     ,998011,99999,20180105,2200,4, SHEF,    ,1,0.3,3,1,99,999.9,9,9,99,999.9,9,9,99,999.9,9,9
SAN FRANCISCO BAY RESERVE     ,998011,99999,20180105,2300,4, SHEF,    ,1,0,9,1,99,999.9,9,9,99,999.9,9,9,99,999.9,9,9
SAN FRANCISCO BAY RESERVE     ,998011,99999,20180106,0,4, SHEF,    ,1,0,9,1,99,999.9,9,9,99,999.9,9,9,99,999.9,9,9
SAN FRANCISCO BAY RESERVE     ,998011,99999,20180106,100,4, SHEF,    ,1,0,9,1,99,999.9,9,9,99,999.9,9,9,99,999.9,9,9
SAN FRANCISCO BAY RESERVE     ,998011,99999,20180106,200,4, SHEF,    ,1,0,9,1,99,999.9,9,9,99,999.9,9,9,99,999.9,9,9
SAN FRANCISCO BAY RESERVE     ,998011,99999,20180106,300,4, SHEF,    ,1,0,9,1,99,999.9,9,9,99,999.9,9,9,99,999.9,9,9
SAN FRANCISCO BAY RESERVE     ,998011,99999,20180106,400,4, SHEF,    ,1,0,9,1,99,999.9,9,9,99,999.9,9,9,99,999.9,9,9
SAN FRANCISCO BAY RESERVE     ,998011,99999,20180106,500,4, SHEF,    ,1,0,9,1,99,999.9,9,9,99,999.9,9,9,99,999.9,9,9
SAN FRANCISCO BAY RESERVE     ,998011,99999,20180106,600,4, SHEF,    ,1,1,3,1,99,999.9,9,9,99,999.9,9,9,99,999.9,9,9
SAN FRANCISCO BAY RESERVE     ,998011,99999,20180106,700,4, SHEF,    ,1,1.5,3,1,99,999.9,9,9,99,999.9,9,9,99,999.9,9,9
SAN FRANCISCO BAY RESERVE     ,998011,99999,20180106,800,4, SHEF,    ,24,3.6,3,1,99,999.9,9,9,99,999.9,9,9,99,999.9,9,9
SAN FRANCISCO BAY RESERVE     ,998011,99999,20180106,900,4, SHEF,    ,1,0,9,1,99,999.9,9,9,99,999.9,9,9,99,999.9,9,9
SAN FRANCISCO BAY RESERVE     ,998011,99999,20180106,1000,4, SHEF,    ,1,0,9,1,99,999.9,9,9,99,999.9,9,9,99,999.9,9,9
SAN FRANCISCO BAY RESERVE     ,998011,99999,20180106,1100,4, SHEF,    ,1,0,9,1,99,999.9,9,9,99,999.9,9,9,99,999.9,9,9
SAN FRANCISCO BAY RESERVE     ,998011,99999,20180106,1200,4, SHEF,    ,1,0,9,1,99,999.9,9,9,99,999.9,9,9,99,999.9,9,9
SAN FRANCISCO BAY RESERVE     ,998011,99999,20180106,1300,4, SHEF,    ,1,0,9,1,99,999.9,9,9,99,999.9,9,9,99,999.9,9,9
SAN FRANCISCO BAY RESERVE     ,998011,99999,20180106,1400,4, SHEF,    ,1,0,9,1,99,999.9,9,9,99,999.9,9,9,99,999.9,9,9
SAN FRANCISCO BAY RESERVE     ,998011,99999,20180106,1500,4, SHEF,    ,1,0,9,1,99,999.9,9,9,99,999.9,9,9,99,999.9,9,9
SAN FRANCISCO BAY RESERVE     ,998011,99999,20180106,1600,4, SHEF,    ,1,0,9,1,99,999.9,9,9,99,999.9,9,9,99,999.9,9,9
SAN FRANCISCO BAY RESERVE     ,998011,99999,20180106,1700,4, SHEF,    ,1,0,9,1,99,999.9,9,9,99,999.9,9,9,99,999.9,9,9
SAN FRANCISCO BAY RESERVE     ,998011,99999,20180106,1800,4, SHEF,    ,1,0,9,1,99,999.9,9,9,99,999.9,9,9,99,999.9,9,9
SAN FRANCISCO BAY RESERVE     ,998011,99999,20180106,1900,4, SHEF,    ,1,0,9,1,99,999.9,9,9,99,999.9,9,9,99,999.9,9,9
SAN FRANCISCO BAY RESERVE     ,998011,99999,20180106,2000,4, SHEF,    ,1,0,9,1,99,999.9,9,9,99,999.9,9,9,99,999.9,9,9
SAN FRANCISCO BAY RESERVE     ,998011,99999,20180106,2100,4, SHEF,    ,1,0,9,1,99,999.9,9,9,99,999.9,9,9,99,999.9,9,9
SAN FRANCISCO BAY RESERVE     ,998011,99999,20180106,2200,4, SHEF,    ,1,0,9,1,99,999.9,9,9,99,999.9,9,9,99,999.9,9,9
SAN FRANCISCO BAY RESERVE     ,998011,99999,20180106,2300,4, SHEF,    ,1,0,9,1,99,999.9,9,9,99,999.9,9,9,99,999.9,9,9
SAN FRANCISCO BAY RESERVE     ,998011,99999,20180107,0,4, SHEF,    ,1,0,9,1,99,999.9,9,9,99,999.9,9,9,99,999.9,9,9
SAN FRANCISCO BAY RESERVE     ,998011,99999,20180107,100,4, SHEF,    ,1,0,9,1,99,999.9,9,9,99,999.9,9,9,99,999.9,9,9
SAN FRANCISCO BAY RESERVE     ,998011,99999,20180107,200,4, SHEF,    ,1,0,9,1,99,999.9,9,9,99,999.9,9,9,99,999.9,9,9
SAN FRANCISCO BAY RESERVE     ,998011,99999,20180107,300,4, SHEF,    ,1,0,9,1,99,999.9,9,9,99,999.9,9,9,99,999.9,9,9
SAN FRANCISCO BAY RESERVE     ,998011,99999,20180107,400,4, SHEF,    ,1,0,9,1,99,999.9,9,9,99,999.9,9,9,99,999.9,9,9
SAN FRANCISCO BAY RESERVE     ,998011,99999,20180107,500,4, SHEF,    ,1,0,9,1,99,999.9,9,9,99,999.9,9,9,99,999.9,9,9
SAN FRANCISCO BAY RESERVE     ,998011,99999,20180107,600,4, SHEF,    ,1,0,9,1,99,999.9,9,9,99,999.9,9,9,99,999.9,9,9
SAN FRANCISCO BAY RESERVE     ,998011,99999,20180107,700,4, SHEF,    ,1,0,9,1,99,999.9,9,9,99,999.9,9,9,99,999.9,9,9
SAN FRANCISCO BAY RESERVE     ,998011,99999,20180107,800,4, SHEF,    ,24,0,9,1,99,999.9,9,9,99,999.9,9,9,99,999.9,9,9
SAN FRANCISCO BAY RESERVE     ,998011,99999,20180107,900,4, SHEF,    ,1,0,9,1,99,999.9,9,9,99,999.9,9,9,99,999.9,9,9
SAN FRANCISCO BAY RESERVE     ,998011,99999,20180107,1000,4, SHEF,    ,1,0,9,1,99,999.9,9,9,99,999.9,9,9,99,999.9,9,9
