Year,Month,Day,Hour,HOURLYPrecip
2017,4,16,21,0.031496
2017,4,20,7,0.248031
2017,4,20,8,0.007874
2017,4,26,13,0.011811
2017,4,26,20,0.011811
2017,4,26,21,0.011811
2017,6,8,16,0.031496
2017,6,8,17,0.011811
2017,6,8,18,0.051181
2017,9,12,1,0.070866
2017,9,12,2,0.011811
2017,9,13,14,0.011811
2017,10,20,6,0.051181
2017,10,20,7,0.110236
2017,10,20,8,0.011811
2017,10,31,16,0.070866
2017,11,3,9,0.011811
2017,11,4,10,0.090551
2017,11,4,11,0.311024
2017,11,4,12,0.011811
2017,11,9,4,0.011811
2017,11,9,5,0.051181
2017,11,9,6,0.051181
2017,11,9,7,0.078740
2017,11,13,11,0.011811
2017,11,13,12,0.011811
2017,11,13,13,0.011811
2017,11,13,14,0.007874
2017,11,13,22,0.019685
2017,11,14,0,0.011811
2017,11,16,5,0.011811
2017,11,16,7,0.051181
2017,11,16,8,0.059055
2017,11,16,9,0.090551
2017,11,16,10,0.228346
2017,11,16,11,0.078740
2017,11,16,12,0.039370
2017,11,16,13,0.169291
2017,11,16,14,0.078740
2017,11,16,15,0.019685
2017,11,16,16,0.059055
2017,11,16,17,0.031496
2017,11,16,18,0.090551
2017,11,16,19,0.070866
2017,11,16,20,0.070866
2017,11,16,21,0.098425
2017,11,16,22,0.039370
2017,11,16,23,0.011811
2017,11,17,0,0.019685
2017,11,17,6,0.031496
2017,11,17,7,0.039370
2017,11,17,8,0.019685
2017,11,26,17,0.019685
2017,11,26,18,0.039370
2017,11,26,19,0.019685
2017,11,26,20,0.011811
2017,11,26,21,0.031496
2017,11,26,22,0.019685
2017,11,26,23,0.011811
2017,11,27,7,0.051181
2017,11,27,8,0.039370
2017,11,27,11,0.011811
2017,11,27,15,0.019685
2017,12,3,7,0.031496
2017,12,20,10,0.098425
2017,12,20,11,0.011811
